page	event	quadrant	sample_name	position	oscillating_cn_2&3_states	cn_segments	image_path	Chr	Start	End	source	composite_key
163	3	Lower_Left	PCSI_0528	17:63528018−67790466	4, 7	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_163_part_3.png	17	63528018	67790466	LC	PCSI_0528_17_63528018_67790466
163	4	Lower_Right	PCSI_0531	18:9032446−50330464	6, 8	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_163_part_4.png	18	9032446	50330464	LC	PCSI_0531_18_9032446_50330464
164	1	Upper_Left	PCSI_0572	1:107128798−114787742	5, 5	5.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_164_part_1.png	1	107128798	114787742	LC	PCSI_0572_1_107128798_114787742
183	3	Lower_Left	PCSI_0572	2:21945480−110876001	8, 13	24.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_183_part_3.png	2	21945480	110876001	HC	PCSI_0572_2_21945480_110876001
98	3	Lower_Left	RK003	17:35358262−80803775	5, 5	24.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_98_part_3.png	17	35358262	80803775	LC	RK003_17_35358262_80803775
112	4	Lower_Right	RK003	8:57075497−145572220	7, 10	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_112_part_4.png	8	57075497	145572220	HC	RK003_8_57075497_145572220
113	1	Upper_Left	RK014	5:104702072−180283231	12, 12	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_113_part_1.png	5	104702072	180283231	HC	RK014_5_104702072_180283231
113	3	Lower_Left	RK019	12:64174368−133313418	60, 74	88.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_113_part_3.png	12	64174368	133313418	HC	RK019_12_64174368_133313418
113	2	Upper_Right	RK019	6:102249565−167532689	28, 31	74.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_113_part_2.png	6	102249565	167532689	HC	RK019_6_102249565_167532689
31	4	Lower_Right	RK025	2:150490130−201942437	3, 6	21.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_31_part_4.png	2	150490130	201942437	D4	RK025_2_150490130_201942437
113	4	Lower_Right	RK030	6:4750739−169684690	20, 20	38.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_113_part_4.png	6	4750739	169684690	HC	RK030_6_4750739_169684690
114	1	Upper_Left	RK038	21:14694052−48076206	7, 7	7.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_114_part_1.png	21	14694052	48076206	HC	RK038_21_14694052_48076206
98	4	Lower_Right	RK038	6:102965111−108005363	6, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_98_part_4.png	6	102965111	108005363	LC	RK038_6_102965111_108005363
99	1	Upper_Left	RK042	4:26444895−45511514	5, 9	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_99_part_1.png	4	26444895	45511514	LC	RK042_4_26444895_45511514
62	1	Upper_Left	RK042	8:30371255−87560417	7, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_62_part_1.png	8	30371255	87560417	D3	RK042_8_30371255_87560417
62	2	Upper_Right	RK053	3:60740057−188119821	10, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_62_part_2.png	3	60740057	188119821	D3	RK053_3_60740057_188119821
114	2	Upper_Right	RK056	8:197777−146291756	7, 17	265.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_114_part_2.png	8	197777	146291756	HC	RK056_8_197777_146291756
99	2	Upper_Right	RK061	7:1738702−57285072	6, 9	28.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_99_part_2.png	7	1738702	57285072	LC	RK061_7_1738702_57285072
99	3	Lower_Left	RK061	8:24743909−48399104	5, 9	20.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_99_part_3.png	8	24743909	48399104	LC	RK061_8_24743909_48399104
114	3	Lower_Left	RK062	4:104630720−185100401	8, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_114_part_3.png	4	104630720	185100401	HC	RK062_4_104630720_185100401
114	4	Lower_Right	RK067	1:44269676−245339193	10, 10	224.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_114_part_4.png	1	44269676	245339193	HC	RK067_1_44269676_245339193
32	1	Upper_Left	RK067	4:79658323−144578032	3, 4	26.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_32_part_1.png	4	79658323	144578032	D4	RK067_4_79658323_144578032
115	1	Upper_Left	RK069	3:170788309−197801947	8, 12	57.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_115_part_1.png	3	170788309	197801947	HC	RK069_3_170788309_197801947
62	3	Lower_Left	RK070	11:2547255−132275890	7, 19	19.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_62_part_3.png	11	2547255	132275890	D3	RK070_11_2547255_132275890
115	2	Upper_Right	RK071	11:67544036−101188725	12, 12	21.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_115_part_2.png	11	67544036	101188725	HC	RK071_11_67544036_101188725
99	4	Lower_Right	RK072	3:144516195−181561816	4, 10	67.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_99_part_4.png	3	144516195	181561816	LC	RK072_3_144516195_181561816
115	3	Lower_Left	RK075	7:110056465−157254694	19, 32	32.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_115_part_3.png	7	110056465	157254694	HC	RK075_7_110056465_157254694
115	4	Lower_Right	RK079	4:170703373−190415562	9, 9	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_115_part_4.png	4	170703373	190415562	HC	RK079_4_170703373_190415562
100	1	Upper_Left	RK079	8:92616813−123287245	4, 9	9.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_100_part_1.png	8	92616813	123287245	LC	RK079_8_92616813_123287245
100	2	Upper_Right	RK079	9:3532306−27548765	5, 5	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_100_part_2.png	9	3532306	27548765	LC	RK079_9_3532306_27548765
100	3	Lower_Left	RK085	7:68220087−124871888	5, 7	147.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_100_part_3.png	7	68220087	124871888	LC	RK085_7_68220087_124871888
100	4	Lower_Right	RK085	8:87033701−105868006	4, 5	20.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_100_part_4.png	8	87033701	105868006	LC	RK085_8_87033701_105868006
101	1	Upper_Left	RK087	12:24148141−34697150	4, 5	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_101_part_1.png	12	24148141	34697150	LC	RK087_12_24148141_34697150
101	2	Upper_Right	RK088	6:18913889−66058087	6, 7	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_101_part_2.png	6	18913889	66058087	LC	RK088_6_18913889_66058087
116	1	Upper_Left	RK088	8:696677−24055234	13, 13	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_116_part_1.png	8	696677	24055234	HC	RK088_8_696677_24055234
101	3	Lower_Left	RK089	9:23213827−137506288	5, 9	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_101_part_3.png	9	23213827	137506288	LC	RK089_9_23213827_137506288
101	4	Lower_Right	RK091	12:46659315−73611218	5, 6	61.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_101_part_4.png	12	46659315	73611218	LC	RK091_12_46659315_73611218
116	2	Upper_Right	RK091	2:149101886−209165492	17, 19	29.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_116_part_2.png	2	149101886	209165492	HC	RK091_2_149101886_209165492
116	3	Lower_Left	RK091	4:13542462−186127250	31, 37	75.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_116_part_3.png	4	13542462	186127250	HC	RK091_4_13542462_186127250
116	4	Lower_Right	RK091	5:50697540−118326639	7, 12	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_116_part_4.png	5	50697540	118326639	HC	RK091_5_50697540_118326639
117	1	Upper_Left	RK091	6:41192505−161744824	8, 31	71.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_117_part_1.png	6	41192505	161744824	HC	RK091_6_41192505_161744824
117	2	Upper_Right	RK091	7:70340834−157389138	12, 20	20.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_117_part_2.png	7	70340834	157389138	HC	RK091_7_70340834_157389138
102	1	Upper_Left	RK092	4:26100061−63228862	4, 4	30.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_102_part_1.png	4	26100061	63228862	LC	RK092_4_26100061_63228862
117	3	Lower_Left	RK095	14:50525724−99068328	14, 24	45.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_117_part_3.png	14	50525724	99068328	HC	RK095_14_50525724_99068328
102	2	Upper_Right	RK098	11:2705633−93356459	5, 8	21.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_102_part_2.png	11	2705633	93356459	LC	RK098_11_2705633_93356459
117	4	Lower_Right	RK098	4:46094650−65000200	9, 15	25.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_117_part_4.png	4	46094650	65000200	HC	RK098_4_46094650_65000200
118	1	Upper_Left	RK098	8:61570001−124934583	11, 13	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_118_part_1.png	8	61570001	124934583	HC	RK098_8_61570001_124934583
102	3	Lower_Left	RK098	X:63781853−76077025	5, 6	24.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_102_part_3.png	X	63781853	76077025	LC	RK098_X_63781853_76077025
118	2	Upper_Right	RK099	4:31313801−55741627	14, 14	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_118_part_2.png	4	31313801	55741627	HC	RK099_4_31313801_55741627
102	4	Lower_Right	RK099	8:50144650−144536434	5, 12	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_102_part_4.png	8	50144650	144536434	LC	RK099_8_50144650_144536434
118	3	Lower_Left	RK100	4:138117−57689386	7, 9	39.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_118_part_3.png	4	138117	57689386	HC	RK100_4_138117_57689386
103	1	Upper_Left	RK100	X:48002589−124488576	5, 7	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_103_part_1.png	X	48002589	124488576	LC	RK100_X_48002589_124488576
103	2	Upper_Right	RK101	11:69040190−120528008	5, 7	92.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_103_part_2.png	11	69040190	120528008	LC	RK101_11_69040190_120528008
118	4	Lower_Right	RK101	9:4642656−38474066	9, 11	53.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_118_part_4.png	9	4642656	38474066	HC	RK101_9_4642656_38474066
32	2	Upper_Right	RK102	11:66210041−91962236	3, 4	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_32_part_2.png	11	66210041	91962236	D4	RK102_11_66210041_91962236
119	1	Upper_Left	RK106	6:966582−129186137	8, 8	26.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_119_part_1.png	6	966582	129186137	HC	RK106_6_966582_129186137
63	4	Lower_Right	RK107	10:75643021−104011740	11, 13	21.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_63_part_4.png	10	75643021	104011740	D3	RK107_10_75643021_104011740
64	1	Upper_Left	RK107	11:65126119−117045449	11, 12	41.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_64_part_1.png	11	65126119	117045449	D3	RK107_11_65126119_117045449
32	3	Lower_Left	RK107	14:31438137−103571317	5, 10	26.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_32_part_3.png	14	31438137	103571317	D4	RK107_14_31438137_103571317
32	4	Lower_Right	RK107	19:3053413−48647994	5, 16	25.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_32_part_4.png	19	3053413	48647994	D4	RK107_19_3053413_48647994
62	4	Lower_Right	RK107	1:26503377−220160009	9, 21	66.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_62_part_4.png	1	26503377	220160009	D3	RK107_1_26503377_220160009
33	1	Upper_Left	RK107	22:18897837−41064431	5, 5	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_33_part_1.png	22	18897837	41064431	D4	RK107_22_18897837_41064431
63	1	Upper_Left	RK107	2:2119500−211577974	9, 9	50.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_63_part_1.png	2	2119500	211577974	D3	RK107_2_2119500_211577974
63	2	Upper_Right	RK107	3:39802700−133489711	9, 22	40.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_63_part_2.png	3	39802700	133489711	D3	RK107_3_39802700_133489711
63	3	Lower_Left	RK107	4:40323309−109722573	9, 10	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_63_part_3.png	4	40323309	109722573	D3	RK107_4_40323309_109722573
103	3	Lower_Left	RK111	10:73592301−80444902	6, 6	6.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_103_part_3.png	10	73592301	80444902	LC	RK111_10_73592301_80444902
64	3	Lower_Left	RK111	19:14071846−46096435	14, 14	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_64_part_3.png	19	14071846	46096435	D3	RK111_19_14071846_46096435
64	2	Upper_Right	RK111	1:6300063−213681406	13, 15	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_64_part_2.png	1	6300063	213681406	D3	RK111_1_6300063_213681406
119	2	Upper_Right	RK112	20:7912024−12423476	7, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_119_part_2.png	20	7912024	12423476	HC	RK112_20_7912024_12423476
103	4	Lower_Right	RK117	16:12581311−86577989	5, 5	5.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_103_part_4.png	16	12581311	86577989	LC	RK117_16_12581311_86577989
104	1	Upper_Left	RK119	2:152075233−182020726	6, 7	37.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_104_part_1.png	2	152075233	182020726	LC	RK119_2_152075233_182020726
119	3	Lower_Left	RK119	5:59053606−179748409	12, 16	20.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_119_part_3.png	5	59053606	179748409	HC	RK119_5_59053606_179748409
64	4	Lower_Right	RK120	9:28658249−39086583	4, 8	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_64_part_4.png	9	28658249	39086583	D3	RK120_9_28658249_39086583
65	1	Upper_Left	RK121	4:101126283−130852966	6, 6	6.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_65_part_1.png	4	101126283	130852966	D3	RK121_4_101126283_130852966
65	2	Upper_Right	RK122	3:100989378−104690117	6, 6	6.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_65_part_2.png	3	100989378	104690117	D3	RK122_3_100989378_104690117
65	3	Lower_Left	RK122	5:1296781−85032688	4, 6	6.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_65_part_3.png	5	1296781	85032688	D3	RK122_5_1296781_85032688
119	4	Lower_Right	RK130	11:98073900−131896731	10, 10	33.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_119_part_4.png	11	98073900	131896731	HC	RK130_11_98073900_131896731
104	3	Lower_Left	RK135	14:31416617−39741028	4, 6	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_104_part_3.png	14	31416617	39741028	LC	RK135_14_31416617_39741028
104	2	Upper_Right	RK135	8:124217126−136178634	4, 6	29.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_104_part_2.png	8	124217126	136178634	LC	RK135_8_124217126_136178634
4	1	Upper_Left	RK137	17:2039238−18611038	5, 5	5.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_4_part_1.png	17	2039238	18611038	LC	RK137_17_2039238_18611038
104	4	Lower_Right	RK141	6:63658682−134453042	5, 7	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_104_part_4.png	6	63658682	134453042	LC	RK141_6_63658682_134453042
2	2	Upper_Right	RK142	14:21707781−107204434	41, 41	41.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_2_part_2.png	14	21707781	107204434	HC	RK142_14_21707781_107204434
2	1	Upper_Left	RK142	1:1138581−66347938	14, 26	26.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_2_part_1.png	1	1138581	66347938	HC	RK142_1_1138581_66347938
66	3	Lower_Left	RK148	12:9270007−123718833	13, 13	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_66_part_3.png	12	9270007	123718833	D3	RK148_12_9270007_123718833
66	4	Lower_Right	RK148	14:33101844−100726901	9, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_66_part_4.png	14	33101844	100726901	D3	RK148_14_33101844_100726901
67	1	Upper_Left	RK148	17:41536382−79640132	11, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_67_part_1.png	17	41536382	79640132	D3	RK148_17_41536382_79640132
67	2	Upper_Right	RK148	22:24848675−42286407	16, 16	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_67_part_2.png	22	24848675	42286407	D3	RK148_22_24848675_42286407
65	4	Lower_Right	RK148	5:42562425−154180295	11, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_65_part_4.png	5	42562425	154180295	D3	RK148_5_42562425_154180295
66	1	Upper_Left	RK148	7:1042254−150037666	13, 13	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_66_part_1.png	7	1042254	150037666	D3	RK148_7_1042254_150037666
66	2	Upper_Right	RK148	9:21975039−132836763	7, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_66_part_2.png	9	21975039	132836763	D3	RK148_9_21975039_132836763
105	1	Upper_Left	RK152	8:43410563−143686658	6, 7	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_105_part_1.png	8	43410563	143686658	LC	RK152_8_43410563_143686658
120	1	Upper_Left	RK163	4:55287724−78645421	9, 9	9.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_120_part_1.png	4	55287724	78645421	HC	RK163_4_55287724_78645421
105	2	Upper_Right	RK166	13:96936658−104475344	5, 7	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_105_part_2.png	13	96936658	104475344	LC	RK166_13_96936658_104475344
120	2	Upper_Right	RK167	1:1562933−71739261	8, 14	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_120_part_2.png	1	1562933	71739261	HC	RK167_1_1562933_71739261
105	3	Lower_Left	RK169	14:73252280−85449372	6, 6	22.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_105_part_3.png	14	73252280	85449372	LC	RK169_14_73252280_85449372
120	3	Lower_Left	RK169	6:67707659−110782332	8, 13	24.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_120_part_3.png	6	67707659	110782332	HC	RK169_6_67707659_110782332
105	4	Lower_Right	RK171	8:33403096−52649600	5, 6	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_105_part_4.png	8	33403096	52649600	LC	RK171_8_33403096_52649600
120	4	Lower_Right	RK172	5:62205924−130667689	25, 43	64.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_120_part_4.png	5	62205924	130667689	HC	RK172_5_62205924_130667689
106	1	Upper_Left	RK176	5:99356960−113044705	5, 5	5.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_106_part_1.png	5	99356960	113044705	LC	RK176_5_99356960_113044705
121	1	Upper_Left	RK176	8:36542144−56972621	8, 9	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_121_part_1.png	8	36542144	56972621	HC	RK176_8_36542144_56972621
121	2	Upper_Right	RK177	16:2729647−80636590	8, 9	22.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_121_part_2.png	16	2729647	80636590	HC	RK177_16_2729647_80636590
67	3	Lower_Left	RK177	8:50712276−144686189	14, 17	21.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_67_part_3.png	8	50712276	144686189	D3	RK177_8_50712276_144686189
106	2	Upper_Right	RK178	1:191304671−213916961	4, 7	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_106_part_2.png	1	191304671	213916961	LC	RK178_1_191304671_213916961
121	3	Lower_Left	RK178	6:63544988−84372030	8, 11	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_121_part_3.png	6	63544988	84372030	HC	RK178_6_63544988_84372030
106	3	Lower_Left	RK191	4:9755982−47376821	5, 13	44.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_106_part_3.png	4	9755982	47376821	LC	RK191_4_9755982_47376821
106	4	Lower_Right	RK195	1:5994422−74247978	4, 12	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_106_part_4.png	1	5994422	74247978	LC	RK195_1_5994422_74247978
67	4	Lower_Right	RK195	2:9090277−240897263	9, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_67_part_4.png	2	9090277	240897263	D3	RK195_2_9090277_240897263
107	1	Upper_Left	RK195	6:1017490−56519171	5, 8	63.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_107_part_1.png	6	1017490	56519171	LC	RK195_6_1017490_56519171
121	4	Lower_Right	RK198	20:41335728−54766828	8, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_121_part_4.png	20	41335728	54766828	HC	RK198_20_41335728_54766828
