page	event	quadrant	sample_name	position	oscillating_cn_2&3_states	cn_segments	image_path	Chr	Start	End
224	2	Upper_Right	3acd8328-76f7-4f43-9660-394b95748c3d	1:21235981−246814200	11, 11	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_224_part_2.png	1	21235981	246814200
224	3	Lower_Left	3acd8328-76f7-4f43-9660-394b95748c3d	8:9194649−67046989	9, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_224_part_3.png	8	9194649	67046989
224	4	Lower_Right	3acd8328-76f7-4f43-9660-394b95748c3d	17:10827228−11022986	12, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_224_part_4.png	17	10827228	11022986
225	1	Upper_Left	4fe004e5-49f9-4336-a690-6ebad512c813	8:64418681−134574191	11, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_225_part_1.png	8	64418681	134574191
225	2	Upper_Right	4fe004e5-49f9-4336-a690-6ebad512c813	18:4417928−70232682	8, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_225_part_2.png	18	4417928	70232682
225	3	Lower_Left	5dd69c3e-9a3d-450c-9f10-10b4d6daeeba	1:50713589−191622424	15, 15	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_225_part_3.png	1	50713589	191622424
225	4	Lower_Right	5dd69c3e-9a3d-450c-9f10-10b4d6daeeba	6:62617511−70840186	9, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_225_part_4.png	6	62617511	70840186
226	1	Upper_Left	73f875cb-bcfc-43ba-ab97-4e94caf836d4	2:82362285−156575950	10, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_226_part_1.png	2	82362285	156575950
226	2	Upper_Right	73f875cb-bcfc-43ba-ab97-4e94caf836d4	7:8238638−153576066	14, 14	35	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_226_part_2.png	7	8238638	153576066
226	3	Lower_Left	c039014f-821c-43d6-9d3c-914f9c8d98fa	2:50901965−229972547	15, 36	36	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_226_part_3.png	2	50901965	229972547
226	4	Lower_Right	c039014f-821c-43d6-9d3c-914f9c8d98fa	5:30074933−152675583	21, 32	32	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_226_part_4.png	5	30074933	152675583
227	1	Upper_Left	c039014f-821c-43d6-9d3c-914f9c8d98fa	7:84753907−128099139	7, 10	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_227_part_1.png	7	84753907	128099139
227	2	Upper_Right	c039014f-821c-43d6-9d3c-914f9c8d98fa	8:49431428−59807696	19, 19	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_227_part_2.png	8	49431428	59807696
227	3	Lower_Left	c039014f-821c-43d6-9d3c-914f9c8d98fa	21:16364103−29777341	12, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_227_part_3.png	21	16364103	29777341
227	4	Lower_Right	da5b0169-e4f4-4674-b348-220af03ff4b5	2:140924944−217210101	8, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_227_part_4.png	2	140924944	217210101
228	1	Upper_Left	f6381367-142c-45d0-92b3-c1727d1813ce	6:87766263−107431907	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_228_part_1.png	6	87766263	107431907
228	2	Upper_Right	MELA-0001	4:18741843−110768809	7, 13	68	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_228_part_2.png	4	18741843	110768809
228	3	Lower_Left	MELA-0001	11:57335469−97526275	7, 9	95	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_228_part_3.png	11	57335469	97526275
228	4	Lower_Right	MELA-0002	5:759044−45795365	10, 12	122	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_228_part_4.png	5	759044	45795365
229	1	Upper_Left	MELA-0002	7:1508469−101805272	10, 14	137	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_229_part_1.png	7	1508469	101805272
229	2	Upper_Right	MELA-0002	11:48612434−104669302	7, 10	113	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_229_part_2.png	11	48612434	104669302
229	3	Lower_Left	MELA-0002	18:19034698−74083616	7, 10	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_229_part_3.png	18	19034698	74083616
229	4	Lower_Right	MELA-0003	5:1296136−45874996	11, 27	52	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_229_part_4.png	5	1296136	45874996
230	1	Upper_Left	MELA-0003	9:24544471−36364603	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_230_part_1.png	9	24544471	36364603
230	2	Upper_Right	MELA-0003	12:43076099−128657837	11, 24	377	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_230_part_2.png	12	43076099	128657837
230	3	Lower_Left	MELA-0007	8:3242350−72370952	8, 19	59	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_230_part_3.png	8	3242350	72370952
230	4	Lower_Right	MELA-0007	9:9654286−66858139	7, 10	156	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_230_part_4.png	9	9654286	66858139
231	1	Upper_Left	MELA-0007	12:20581752−32372625	11, 21	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_231_part_1.png	12	20581752	32372625
231	2	Upper_Right	MELA-0009	20:50318897−61655152	9, 14	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_231_part_2.png	20	50318897	61655152
231	3	Lower_Left	MELA-0009	22:31415162−49131333	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_231_part_3.png	22	31415162	49131333
231	4	Lower_Right	MELA-0012	7:32236661−117391259	7, 15	97	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_231_part_4.png	7	32236661	117391259
232	1	Upper_Left	MELA-0012	12:62098962−89622897	13, 18	28	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_232_part_1.png	12	62098962	89622897
232	2	Upper_Right	MELA-0012	13:22438944−77491950	10, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_232_part_2.png	13	22438944	77491950
232	3	Lower_Left	MELA-0012	X:22327741−154060135	11, 34	34	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_232_part_3.png	X	22327741	154060135
232	4	Lower_Right	MELA-0043	6:146452116−170788391	14, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_232_part_4.png	6	146452116	170788391
233	1	Upper_Left	MELA-0043	7:5229877−53502420	7, 10	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_233_part_1.png	7	5229877	53502420
233	2	Upper_Right	MELA-0048	7:858862−151538983	8, 8	316	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_233_part_2.png	7	858862	151538983
233	3	Lower_Left	MELA-0052	11:59180890−101076970	7, 9	29	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_233_part_3.png	11	59180890	101076970
233	4	Lower_Right	MELA-0055	1:9644166−63480813	9, 9	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_233_part_4.png	1	9644166	63480813
234	1	Upper_Left	MELA-0056	2:134717568−156505138	12, 13	17	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_234_part_1.png	2	134717568	156505138
234	2	Upper_Right	MELA-0056	11:61794852−122148653	11, 16	25	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_234_part_2.png	11	61794852	122148653
234	3	Lower_Left	MELA-0060	14:21034990−55876063	10, 10	39	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_234_part_3.png	14	21034990	55876063
234	4	Lower_Right	MELA-0066	17:6966673−74491773	7, 21	160	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_234_part_4.png	17	6966673	74491773
235	1	Upper_Left	MELA-0067	6:26830084−55474034	8, 11	22	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_235_part_1.png	6	26830084	55474034
235	2	Upper_Right	MELA-0067	7:129744428−147453672	8, 10	64	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_235_part_2.png	7	129744428	147453672
235	3	Lower_Left	MELA-0067	11:58806330−124114052	11, 11	344	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_235_part_3.png	11	58806330	124114052
235	4	Lower_Right	MELA-0067	20:18728454−50145269	7, 15	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_235_part_4.png	20	18728454	50145269
236	1	Upper_Left	MELA-0070	5:703450−42018198	15, 15	30	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_236_part_1.png	5	703450	42018198
236	2	Upper_Right	MELA-0070	16:69653875−83050346	9, 10	34	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_236_part_2.png	16	69653875	83050346
236	3	Lower_Left	MELA-0070	17:38259169−65526580	9, 13	30	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_236_part_3.png	17	38259169	65526580
236	4	Lower_Right	MELA-0070	20:37323724−59336022	10, 11	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_236_part_4.png	20	37323724	59336022
237	1	Upper_Left	MELA-0075	10:72902980−90393121	14, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_237_part_1.png	10	72902980	90393121
237	2	Upper_Right	MELA-0076	14:24748061−58748685	10, 24	24	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_237_part_2.png	14	24748061	58748685
237	3	Lower_Left	MELA-0160	9:80306032−139519485	13, 15	43	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_237_part_3.png	9	80306032	139519485
237	4	Lower_Right	MELA-0167	5:1403933−109603948	7, 10	31	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_237_part_4.png	5	1403933	109603948
238	1	Upper_Left	MELA-0167	11:14788852−130055978	7, 12	188	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_238_part_1.png	11	14788852	130055978
238	2	Upper_Right	MELA-0169	6:70072538−100661050	10, 20	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_238_part_2.png	6	70072538	100661050
238	3	Lower_Left	MELA-0170	4:5123431−49258772	7, 8	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_238_part_3.png	4	5123431	49258772
238	4	Lower_Right	MELA-0174	3:8169851−171292232	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_238_part_4.png	3	8169851	171292232
239	1	Upper_Left	MELA-0174	9:2192834−27453601	14, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_239_part_1.png	9	2192834	27453601
239	2	Upper_Right	MELA-0180	11:67275408−80004995	7, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_239_part_2.png	11	67275408	80004995
239	3	Lower_Left	MELA-0184	9:474983−8830179	8, 11	62	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_239_part_3.png	9	474983	8830179
239	4	Lower_Right	MELA-0184	17:47916−22130644	8, 11	251	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_239_part_4.png	17	47916	22130644
240	1	Upper_Left	MELA-0185	10:17445989−38881097	9, 11	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_240_part_1.png	10	17445989	38881097
240	2	Upper_Right	MELA-0193	6:548107−82083993	8, 17	59	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_240_part_2.png	6	548107	82083993
240	3	Lower_Left	MELA-0193	11:4690426−90534996	10, 12	75	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_240_part_3.png	11	4690426	90534996
240	4	Lower_Right	MELA-0200	9:13186614−35103688	8, 8	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_240_part_4.png	9	13186614	35103688
241	1	Upper_Left	MELA-0203	6:44528437−168230895	11, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_241_part_1.png	6	44528437	168230895
241	2	Upper_Right	MELA-0223	22:25575062−40335606	11, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_241_part_2.png	22	25575062	40335606
241	3	Lower_Left	MELA-0226	7:123055563−158071677	17, 42	42	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_241_part_3.png	7	123055563	158071677
241	4	Lower_Right	MELA-0229	3:39682784−62393971	7, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_241_part_4.png	3	39682784	62393971
242	1	Upper_Left	MELA-0230	4:28707038−182542170	7, 13	347	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_242_part_1.png	4	28707038	182542170
242	2	Upper_Right	MELA-0230	8:35775519−80798642	14, 20	46	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_242_part_2.png	8	35775519	80798642
242	3	Lower_Left	MELA-0231	1:49615754−106759581	10, 11	77	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_242_part_3.png	1	49615754	106759581
242	4	Lower_Right	MELA-0231	2:5310579−242675572	7, 19	198	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_242_part_4.png	2	5310579	242675572
243	1	Upper_Left	MELA-0231	5:4413255−157081452	8, 12	150	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_243_part_1.png	5	4413255	157081452
243	2	Upper_Right	MELA-0231	6:76285221−169646112	8, 9	117	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_243_part_2.png	6	76285221	169646112
243	3	Lower_Left	MELA-0231	9:396152−20238662	8, 9	29	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_243_part_3.png	9	396152	20238662
243	4	Lower_Right	MELA-0231	11:85905386−127883071	7, 11	43	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_243_part_4.png	11	85905386	127883071
244	1	Upper_Left	MELA-0231	12:4111597−34617370	7, 7	27	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_244_part_1.png	12	4111597	34617370
244	2	Upper_Right	MELA-0231	X:114145722−144057315	9, 14	24	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_244_part_2.png	X	114145722	144057315
244	3	Lower_Left	MELA-0234	11:83286872−101298726	8, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_244_part_3.png	11	83286872	101298726
244	4	Lower_Right	MELA-0239	1:36546861−105343304	42, 42	63	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_244_part_4.png	1	36546861	105343304
245	1	Upper_Left	01ad975d-c2ed-4e4d-bd3b-c9512fc9073c	17:34042841−67932342	14, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_245_part_1.png	17	34042841	67932342
245	2	Upper_Right	1404791b-86bf-4dfd-85b4-c8ff356f109c	6:503244−53879504	11, 29	53	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_245_part_2.png	6	503244	53879504
245	3	Lower_Left	1404791b-86bf-4dfd-85b4-c8ff356f109c	11:33008500−79611122	13, 19	58	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_245_part_3.png	11	33008500	79611122
245	4	Lower_Right	1404791b-86bf-4dfd-85b4-c8ff356f109c	17:26903274−78531573	7, 18	37	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_245_part_4.png	17	26903274	78531573
246	1	Upper_Left	210726bd-db19-48ae-9a3d-e6ac44480e85	5:1296282−31464643	7, 7	24	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_246_part_1.png	5	1296282	31464643
246	2	Upper_Right	210726bd-db19-48ae-9a3d-e6ac44480e85	12:44527293−127533801	8, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_246_part_2.png	12	44527293	127533801
246	3	Lower_Left	3582fb74-f43d-4fcd-8f22-bb1506fcff1c	5:52969272−84413143	13, 23	23	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_246_part_3.png	5	52969272	84413143
246	4	Lower_Right	3582fb74-f43d-4fcd-8f22-bb1506fcff1c	11:68283918−109705790	7, 11	40	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_246_part_4.png	11	68283918	109705790
247	1	Upper_Left	3fea3f02-2db3-44e0-984e-c61130d92c9b	9:34192125−138885872	15, 37	50	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_247_part_1.png	9	34192125	138885872
247	2	Upper_Right	40e17bf8-6c19-4e5e-b60d-ad54f504a970	9:32139979−140579391	21, 46	46	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_247_part_2.png	9	32139979	140579391
247	3	Lower_Left	40e17bf8-6c19-4e5e-b60d-ad54f504a970	22:29683567−49998524	16, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_247_part_3.png	22	29683567	49998524
247	4	Lower_Right	5bc515c8-7727-4d69-98e9-31bbcb748550	1:145684513−247510948	11, 43	77	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_247_part_4.png	1	145684513	247510948
248	1	Upper_Left	5bc515c8-7727-4d69-98e9-31bbcb748550	15:45003571−101242417	9, 15	74	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_248_part_1.png	15	45003571	101242417
248	2	Upper_Right	5f6df69c-4ebf-4811-8b28-ad393dfbe1a3	18:69402625−77693227	20, 20	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_248_part_2.png	18	69402625	77693227
248	3	Lower_Left	5f6df69c-4ebf-4811-8b28-ad393dfbe1a3	20:40210929−55897885	14, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_248_part_3.png	20	40210929	55897885
248	4	Lower_Right	68f75ab5-9d77-40c5-a8ce-f56016bbe9e4	19:969992−20616012	11, 14	211	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_248_part_4.png	19	969992	20616012
249	1	Upper_Left	76cc1d42-acec-46b3-9663-5e4de2550353	2:182474699−242863436	42, 47	47	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_249_part_1.png	2	182474699	242863436
249	2	Upper_Right	76cc1d42-acec-46b3-9663-5e4de2550353	4:176289985−190678345	18, 18	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_249_part_2.png	4	176289985	190678345
249	3	Lower_Left	76cc1d42-acec-46b3-9663-5e4de2550353	5:253936−44452670	7, 25	67	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_249_part_3.png	5	253936	44452670
249	4	Lower_Right	7b92fcd4-f9be-4b97-94a2-b2e8348aeaba	X:118264440−146947067	7, 14	20	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_249_part_4.png	X	118264440	146947067
250	1	Upper_Left	7ce09a09-074e-4f38-bed7-98ab34347fbe	1:149816333−248002432	10, 19	91	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_250_part_1.png	1	149816333	248002432
250	2	Upper_Right	7ce09a09-074e-4f38-bed7-98ab34347fbe	7:61559135−158613296	10, 11	49	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_250_part_2.png	7	61559135	158613296
250	3	Lower_Left	7ce09a09-074e-4f38-bed7-98ab34347fbe	11:5892683−117914383	8, 24	30	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_250_part_3.png	11	5892683	117914383
250	4	Lower_Right	800d3a17-269f-4d97-94ff-8585f20038d8	2:32129440−88367600	8, 14	23	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_250_part_4.png	2	32129440	88367600
251	1	Upper_Left	800d3a17-269f-4d97-94ff-8585f20038d8	3:69695493−193847204	8, 17	76	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_251_part_1.png	3	69695493	193847204
251	2	Upper_Right	800d3a17-269f-4d97-94ff-8585f20038d8	4:58983388−104017952	8, 9	29	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_251_part_2.png	4	58983388	104017952
251	3	Lower_Left	800d3a17-269f-4d97-94ff-8585f20038d8	7:112828−25746190	8, 9	56	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_251_part_3.png	7	112828	25746190
251	4	Lower_Right	800d3a17-269f-4d97-94ff-8585f20038d8	11:14627440−19120746	11, 29	48	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_251_part_4.png	11	14627440	19120746
252	1	Upper_Left	800d3a17-269f-4d97-94ff-8585f20038d8	15:60170393−102151415	7, 7	80	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_252_part_1.png	15	60170393	102151415
252	2	Upper_Right	81cedb9e-ee43-476b-9ed9-8d0fdb346065	6:89466188−158235277	15, 21	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_252_part_2.png	6	89466188	158235277
252	3	Lower_Left	85400bf1-23e0-4e0f-8df7-f0d108641aee	1:7068840−120031293	12, 19	42	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_252_part_3.png	1	7068840	120031293
252	4	Lower_Right	85400bf1-23e0-4e0f-8df7-f0d108641aee	8:19835544−144243959	9, 18	43	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_252_part_4.png	8	19835544	144243959
253	1	Upper_Left	85400bf1-23e0-4e0f-8df7-f0d108641aee	9:72055003−138463855	8, 8	8	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_253_part_1.png	9	72055003	138463855
